X173_DE_time,X173_FE_time,fault_diameter,horse_power,rounds_per_minute,fault_end,samples_per_second
0.18195733333333333,0.01766909090909091,014,0,1797,drive_end,48000
0.2032413333333333,-0.007807272727272727,014,0,1797,drive_end,48000
0.21158799999999997,-0.0010272727272727274,014,0,1797,drive_end,48000
0.196564,0.02075090909090909,014,0,1797,drive_end,48000
0.16484666666666667,0.07026545454545453,014,0,1797,drive_end,48000
0.11727066666666666,0.07437454545454546,014,0,1797,drive_end,48000
0.061348,0.060609090909090904,014,0,1797,drive_end,48000
0.013772,0.007396363636363636,014,0,1797,drive_end,48000
-0.037142666666666664,-0.020956363636363638,014,0,1797,drive_end,48000
-0.078876,-0.0039036363636363635,014,0,1797,drive_end,48000
-0.11184533333333334,0.011094545454545454,014,0,1797,drive_end,48000
-0.121444,0.04684363636363636,014,0,1797,drive_end,48000
-0.10850666666666665,0.06882727272727272,014,0,1797,drive_end,48000
-0.077624,0.10539818181818181,014,0,1797,drive_end,48000
-0.027961333333333335,0.1454618181818182,014,0,1797,drive_end,48000
0.020449333333333333,0.14874909090909091,014,0,1797,drive_end,48000
0.07845866666666666,0.11279454545454545,014,0,1797,drive_end,48000
0.13104266666666667,0.013149090909090907,014,0,1797,drive_end,48000
0.17611466666666667,-0.08855090909090908,014,0,1797,drive_end,48000
0.21450933333333333,-0.15717272727272727,014,0,1797,drive_end,48000
0.229116,-0.14135272727272727,014,0,1797,drive_end,48000
0.22535999999999998,-0.06533454545454545,014,0,1797,drive_end,48000
0.199068,0.004725454545454545,014,0,1797,drive_end,48000
0.159004,0.07930545454545455,014,0,1797,drive_end,48000
0.11267999999999999,0.09512545454545453,014,0,1797,drive_end,48000
0.059678666666666665,0.10991818181818182,014,0,1797,drive_end,48000
0.012937333333333334,0.10971272727272725,014,0,1797,drive_end,48000
-0.043402666666666666,0.09081090909090908,014,0,1797,drive_end,48000
-0.09431733333333332,0.08094909090909091,014,0,1797,drive_end,48000
-0.13062533333333332,0.0339,014,0,1797,drive_end,48000
-0.15566533333333335,0.031845454545454545,014,0,1797,drive_end,48000
-0.15232666666666667,0.04602181818181818,014,0,1797,drive_end,48000
-0.13980666666666666,0.10272727272727272,014,0,1797,drive_end,48000
-0.11434933333333333,0.1678563636363636,014,0,1797,drive_end,48000
-0.06886,0.16415818181818181,014,0,1797,drive_end,48000
-0.012937333333333334,0.15532363636363636,014,0,1797,drive_end,48000
0.05592266666666667,0.10313818181818181,014,0,1797,drive_end,48000
0.11226266666666666,0.09430363636363637,014,0,1797,drive_end,48000
0.14690133333333333,0.08998909090909091,014,0,1797,drive_end,48000
0.16442933333333332,0.07622363636363635,014,0,1797,drive_end,48000
0.16109066666666666,0.08526363636363636,014,0,1797,drive_end,48000
0.153996,0.033694545454545456,014,0,1797,drive_end,48000
0.13354666666666667,0.047665454545454546,014,0,1797,drive_end,48000
0.10057733333333334,0.05999272727272727,014,0,1797,drive_end,48000
0.06093066666666666,0.06348545454545454,014,0,1797,drive_end,48000
0.005842666666666667,0.07334727272727272,014,0,1797,drive_end,48000
-0.034638666666666665,0.028969090909090906,014,0,1797,drive_end,48000
-0.06426933333333333,0.019723636363636363,014,0,1797,drive_end,48000
-0.07428533333333333,0.010889090909090909,014,0,1797,drive_end,48000
-0.06385199999999999,0.037598181818181815,014,0,1797,drive_end,48000
-0.05425333333333333,0.08074363636363636,014,0,1797,drive_end,48000
-0.027126666666666664,0.09697454545454545,014,0,1797,drive_end,48000
0.007094666666666667,0.09553636363636364,014,0,1797,drive_end,48000
0.05341866666666666,0.04068,014,0,1797,drive_end,48000
0.10975866666666666,0.004725454545454545,014,0,1797,drive_end,48000
0.14982266666666666,-0.009656363636363637,014,0,1797,drive_end,48000
0.17861866666666668,-0.003698181818181818,014,0,1797,drive_end,48000
0.19322533333333333,0.01664181818181818,014,0,1797,drive_end,48000
0.1919733333333333,0.023832727272727273,014,0,1797,drive_end,48000
0.17861866666666668,0.038419999999999996,014,0,1797,drive_end,48000
0.15733466666666668,0.03616,014,0,1797,drive_end,48000
0.120192,0.03780363636363636,014,0,1797,drive_end,48000
0.06844266666666667,0.02342181818181818,014,0,1797,drive_end,48000
0.027126666666666664,-0.018285454545454546,014,0,1797,drive_end,48000
0.0016693333333333332,-0.07293636363636363,014,0,1797,drive_end,48000
-0.003756,-0.11012363636363637,014,0,1797,drive_end,48000
0.005425333333333333,-0.10005636363636364,014,0,1797,drive_end,48000
0.017110666666666666,-0.07848363636363635,014,0,1797,drive_end,48000
0.0313,-0.04047454545454546,014,0,1797,drive_end,48000
0.046741333333333336,-0.028147272727272726,014,0,1797,drive_end,48000
0.06844266666666667,-0.02342181818181818,014,0,1797,drive_end,48000
0.097656,-0.0010272727272727274,014,0,1797,drive_end,48000
0.11351466666666667,0.006574545454545454,014,0,1797,drive_end,48000
0.10683733333333333,0.030407272727272724,014,0,1797,drive_end,48000
0.08680533333333333,0.025476363636363634,014,0,1797,drive_end,48000
0.06385199999999999,-0.0010272727272727274,014,0,1797,drive_end,48000
0.047576,-0.008423636363636364,014,0,1797,drive_end,48000
0.03964666666666666,0.012532727272727272,014,0,1797,drive_end,48000
0.031717333333333333,0.06019818181818181,014,0,1797,drive_end,48000
0.022535999999999997,0.07786727272727272,014,0,1797,drive_end,48000
0.017110666666666666,0.06923818181818181,014,0,1797,drive_end,48000
0.019614666666666666,0.031023636363636364,014,0,1797,drive_end,48000
0.030048,-0.012943636363636362,014,0,1797,drive_end,48000
0.037977333333333335,-0.02218909090909091,014,0,1797,drive_end,48000
0.03589066666666667,-0.011505454545454544,014,0,1797,drive_end,48000
0.017945333333333334,0.029585454545454543,014,0,1797,drive_end,48000
-0.006677333333333333,0.06738909090909091,014,0,1797,drive_end,48000
-0.024205333333333332,0.07560727272727272,014,0,1797,drive_end,48000
-0.03672533333333333,0.09615272727272728,014,0,1797,drive_end,48000
-0.03756,0.12655999999999998,014,0,1797,drive_end,48000
-0.031717333333333333,0.1306690909090909,014,0,1797,drive_end,48000
-0.027126666666666664,0.10806909090909089,014,0,1797,drive_end,48000
-0.014606666666666665,0.05465090909090909,014,0,1797,drive_end,48000
0.005008,-0.019107272727272726,014,0,1797,drive_end,48000
0.028796,-0.04417272727272727,014,0,1797,drive_end,48000
0.048828,-0.02116181818181818,014,0,1797,drive_end,48000
0.058844,0.03903636363636363,014,0,1797,drive_end,48000
0.054670666666666666,0.1035490909090909,014,0,1797,drive_end,48000
0.042985333333333334,0.10396,014,0,1797,drive_end,48000
0.028796,0.10622,014,0,1797,drive_end,48000
0.009181333333333333,0.10622,014,0,1797,drive_end,48000
-0.020032,0.10211090909090909,014,0,1797,drive_end,48000
-0.05341866666666666,0.10046727272727272,014,0,1797,drive_end,48000
-0.08096266666666667,0.06451272727272726,014,0,1797,drive_end,48000
-0.09431733333333332,0.03307818181818182,014,0,1797,drive_end,48000
-0.08805733333333333,0.0063690909090909084,014,0,1797,drive_end,48000
-0.070112,0.02527090909090909,014,0,1797,drive_end,48000
-0.045906666666666665,0.07293636363636363,014,0,1797,drive_end,48000
-0.025457333333333335,0.12183454545454545,014,0,1797,drive_end,48000
-0.005425333333333333,0.14443454545454545,014,0,1797,drive_end,48000
0.019197333333333334,0.12429999999999998,014,0,1797,drive_end,48000
0.045071999999999994,0.10930181818181818,014,0,1797,drive_end,48000
0.07595466666666667,0.07930545454545455,014,0,1797,drive_end,48000
0.08722266666666666,0.04889818181818182,014,0,1797,drive_end,48000
0.08930933333333334,0.012121818181818182,014,0,1797,drive_end,48000
0.08471866666666666,-0.036776363636363635,014,0,1797,drive_end,48000
0.067608,-0.06656727272727272,014,0,1797,drive_end,48000
0.05675733333333333,-0.08074363636363636,014,0,1797,drive_end,48000
0.03296933333333333,-0.05937636363636363,014,0,1797,drive_end,48000
0.012102666666666666,-0.009656363636363637,014,0,1797,drive_end,48000
0.006259999999999999,0.02342181818181818,014,0,1797,drive_end,48000
0.004173333333333334,0.031023636363636364,014,0,1797,drive_end,48000
0.021701333333333333,0.032667272727272725,014,0,1797,drive_end,48000
0.046741333333333336,0.042734545454545456,014,0,1797,drive_end,48000
0.071364,0.05218545454545454,014,0,1797,drive_end,48000
0.09932533333333333,0.05485636363636363,014,0,1797,drive_end,48000
0.11351466666666667,0.030818181818181814,014,0,1797,drive_end,48000
0.13187733333333332,-0.005752727272727272,014,0,1797,drive_end,48000
0.142728,-0.03821454545454545,014,0,1797,drive_end,48000
0.14105866666666667,-0.06759454545454545,014,0,1797,drive_end,48000
0.12937333333333334,-0.059787272727272724,014,0,1797,drive_end,48000
0.09682133333333333,-0.05013090909090909,014,0,1797,drive_end,48000
0.07178133333333334,-0.04232363636363636,014,0,1797,drive_end,48000
0.053836,-0.013560000000000001,014,0,1797,drive_end,48000
0.08847466666666666,0.014587272727272727,014,0,1797,drive_end,48000
0.13229466666666667,0.04951454545454545,014,0,1797,drive_end,48000
0.16568133333333332,0.05691090909090909,014,0,1797,drive_end,48000
0.184044,0.01705272727272727,014,0,1797,drive_end,48000
0.160256,-0.03616,014,0,1797,drive_end,48000
0.15483066666666667,-0.0918381818181818,014,0,1797,drive_end,48000
0.09849066666666666,-0.11423272727272726,014,0,1797,drive_end,48000
-0.020449333333333333,-0.08300363636363636,014,0,1797,drive_end,48000
-0.15190933333333334,-0.02691454545454545,014,0,1797,drive_end,48000
-0.274188,0.038419999999999996,014,0,1797,drive_end,48000
-0.35723733333333335,0.10026181818181817,014,0,1797,drive_end,48000
-0.3785213333333333,0.15409090909090908,014,0,1797,drive_end,48000
-0.3351186666666667,0.1865527272727273,014,0,1797,drive_end,48000
