gs,sr,load,rate
-3.603589,48828,100,25
-4.176116,48828,100,25
-4.42441,48828,100,25
-2.181582,48828,100,25
-1.56206,48828,100,25
4.929292,48828,100,25
7.69391,48828,100,25
6.876313,48828,100,25
4.532775,48828,100,25
0.761162,48828,100,25
-1.140586,48828,100,25
-2.526538,48828,100,25
-8.608192,48828,100,25
-12.74182,48828,100,25
-13.00114,48828,100,25
-6.953815,48828,100,25
1.721789,48828,100,25
3.287331,48828,100,25
4.876008,48828,100,25
4.505444,48828,100,25
7.057504,48828,100,25
6.147835,48828,100,25
6.042793,48828,100,25
1.628215,48828,100,25
-2.398471,48828,100,25
-1.229176,48828,100,25
-2.934536,48828,100,25
-0.5865306,48828,100,25
5.406338,48828,100,25
5.156789,48828,100,25
4.024755,48828,100,25
-1.543687,48828,100,25
3.329724,48828,100,25
13.13995,48828,100,25
16.70062,48828,100,25
11.54142,48828,100,25
8.215146,48828,100,25
11.22868,48828,100,25
18.14258,48828,100,25
11.1399,48828,100,25
-1.595137,48828,100,25
-5.266728,48828,100,25
-12.32835,48828,100,25
-8.971976,48828,100,25
0.9168057,48828,100,25
5.476296,48828,100,25
-0.5638757,48828,100,25
2.373798,48828,100,25
8.856807,48828,100,25
16.60119,48828,100,25
10.10104,48828,100,25
3.181858,48828,100,25
1.125106,48828,100,25
-2.39777,48828,100,25
-3.763195,48828,100,25
-6.12171,48828,100,25
-4.279878,48828,100,25
-2.36084,48828,100,25
3.577784,48828,100,25
5.106655,48828,100,25
2.046058,48828,100,25
0.3361202,48828,100,25
-0.3263494,48828,100,25
-0.8489639,48828,100,25
-7.541773,48828,100,25
-11.2197,48828,100,25
-8.18219,48828,100,25
-5.073245,48828,100,25
-1.24825,48828,100,25
-2.342492,48828,100,25
-2.546313,48828,100,25
-2.667771,48828,100,25
-3.738719,48828,100,25
-8.427075,48828,100,25
-10.77502,48828,100,25
-10.3438,48828,100,25
-6.855898,48828,100,25
-7.022099,48828,100,25
-7.717525,48828,100,25
-7.609148,48828,100,25
-5.33382,48828,100,25
-0.09231801,48828,100,25
1.356307,48828,100,25
0.4712746,48828,100,25
-2.514097,48828,100,25
-5.428094,48828,100,25
-4.205367,48828,100,25
-4.401324,48828,100,25
-2.344461,48828,100,25
0.04356248,48828,100,25
-0.0508352,48828,100,25
1.624782,48828,100,25
2.054316,48828,100,25
1.992024,48828,100,25
-0.6270536,48828,100,25
-1.546345,48828,100,25
1.134224,48828,100,25
1.233827,48828,100,25
1.419878,48828,100,25
0.3809502,48828,100,25
2.364249,48828,100,25
3.099483,48828,100,25
1.940278,48828,100,25
2.775668,48828,100,25
1.436664,48828,100,25
0.8478194,48828,100,25
-0.8341969,48828,100,25
-1.480214,48828,100,25
-0.4393658,48828,100,25
-0.4665369,48828,100,25
0.9699913,48828,100,25
2.553795,48828,100,25
2.679523,48828,100,25
3.852954,48828,100,25
2.479148,48828,100,25
