gs,sr,load,rate
2.690734,48828,200,25
-0.7054415,48828,200,25
-0.5281028,48828,200,25
-1.235501,48828,200,25
-1.81562,48828,200,25
0.4460478,48828,200,25
0.1553852,48828,200,25
1.00019,48828,200,25
-0.4744865,48828,200,25
-1.11392,48828,200,25
-0.6165814,48828,200,25
-0.6443679,48828,200,25
-0.4714592,48828,200,25
-0.9237215,48828,200,25
-0.5518652,48828,200,25
0.2253435,48828,200,25
0.7563382,48828,200,25
-0.870056,48828,200,25
-1.227711,48828,200,25
-1.388671,48828,200,25
0.658015,48828,200,25
0.6216268,48828,200,25
0.8163658,48828,200,25
0.2516656,48828,200,25
0.8862258,48828,200,25
0.0972034,48828,200,25
-0.1497122,48828,200,25
-0.8672256,48828,200,25
-0.4419869,48828,200,25
0.3838421,48828,200,25
-0.02527608,48828,200,25
-0.04230729,48828,200,25
-0.7262751,48828,200,25
-0.8178672,48828,200,25
-1.002675,48828,200,25
1.017024,48828,200,25
0.8037155,48828,200,25
-0.817018,48828,200,25
-0.4840111,48828,200,25
0.2168156,48828,200,25
0.05191811,48828,200,25
-0.5923144,48828,200,25
-0.3489428,48828,200,25
-0.5141603,48828,200,25
-0.2872171,48828,200,25
-0.5433742,48828,200,25
-0.9104928,48828,200,25
-0.8064966,48828,200,25
-1.107447,48828,200,25
-1.001999,48828,200,25
0.1519765,48828,200,25
0.04103979,48828,200,25
-0.7207745,48828,200,25
-0.07593901,48828,200,25
0.6579534,48828,200,25
1.327265,48828,200,25
1.268259,48828,200,25
0.6784549,48828,200,25
0.01172741,48828,200,25
0.2874262,48828,200,25
-0.8030633,48828,200,25
1.073446,48828,200,25
0.3385814,48828,200,25
0.8917511,48828,200,25
0.7920619,48828,200,25
0.3764094,48828,200,25
0.03822177,48828,200,25
0.3929237,48828,200,25
0.7597469,48828,200,25
1.116172,48828,200,25
-0.2728685,48828,200,25
0.4947664,48828,200,25
-0.584008,48828,200,25
-0.1305398,48828,200,25
0.4087243,48828,200,25
-0.8254352,48828,200,25
-1.43232,48828,200,25
-0.8075302,48828,200,25
-0.5083397,48828,200,25
-1.351975,48828,200,25
-0.4582306,48828,200,25
-1.390455,48828,200,25
-1.724336,48828,200,25
-0.7473673,48828,200,25
-0.237194,48828,200,25
-1.130422,48828,200,25
-0.6755876,48828,200,25
-0.8989992,48828,200,25
-0.7641893,48828,200,25
0.06782949,48828,200,25
0.2572894,48828,200,25
-0.04556832,48828,200,25
0.748647,48828,200,25
0.1780278,48828,200,25
-0.4262847,48828,200,25
-0.3204796,48828,200,25
0.5494533,48828,200,25
1.05228,48828,200,25
-0.2626793,48828,200,25
0.4564216,48828,200,25
0.2425963,48828,200,25
-0.127771,48828,200,25
0.1895214,48828,200,25
0.5235127,48828,200,25
0.5759476,48828,200,25
-0.004417777,48828,200,25
0.6736802,48828,200,25
-0.3544682,48828,200,25
-0.8455059,48828,200,25
-0.7007284,48828,200,25
-0.05560984,48828,200,25
-1.092422,48828,200,25
-0.2615348,48828,200,25
-0.3283922,48828,200,25
-0.4676075,48828,200,25
-1.381066,48828,200,25
-1.399217,48828,200,25
0.5818667,48828,200,25
-1.400485,48828,200,25
-0.3450911,48828,200,25
-0.2158927,48828,200,25
-0.2444421,48828,200,25
-0.09509911,48828,200,25
-0.1486047,48828,200,25
-0.63029,48828,200,25
0.4584028,48828,200,25
0.4400057,48828,200,25
-0.2947605,48828,200,25
-0.3007042,48828,200,25
0.2378954,48828,200,25
-0.03856633,48828,200,25
0.3453742,48828,200,25
0.3108934,48828,200,25
0.2496967,48828,200,25
-0.7907082,48828,200,25
-0.7132187,48828,200,25
-0.08547598,48828,200,25
-0.4480044,48828,200,25
-0.4190735,48828,200,25
-0.1833808,48828,200,25
-0.385048,48828,200,25
-0.003494843,48828,200,25
