gs,sr,load,rate
0.5548925,48828,300,25
-0.7656413,48828,300,25
-0.605137,48828,300,25
-0.3805072,48828,300,25
-0.6159046,48828,300,25
-0.9169164,48828,300,25
0.1691553,48828,300,25
-0.8896591,48828,300,25
-0.01699429,48828,300,25
-1.080054,48828,300,25
-0.09144429,48828,300,25
-0.3612733,48828,300,25
-0.6846447,48828,300,25
-0.02498075,48828,300,25
0.1069742,48828,300,25
0.5508931,48828,300,25
0.2601074,48828,300,25
-0.9729938,48828,300,25
0.2978985,48828,300,25
0.1260605,48828,300,25
-0.628961,48828,300,25
-0.481993,48828,300,25
-1.979841,48828,300,25
-0.6226112,48828,300,25
0.2246175,48828,300,25
-1.685376,48828,300,25
-0.6330465,48828,300,25
0.02496844,48828,300,25
-0.5813499,48828,300,25
0.3904257,48828,300,25
0.9540429,48828,300,25
0.2565264,48828,300,25
-0.0348746,48828,300,25
-0.3389382,48828,300,25
0.8757412,48828,300,25
-0.1871218,48828,300,25
-0.5705085,48828,300,25
-0.1177294,48828,300,25
-0.2749112,48828,300,25
-0.3907825,48828,300,25
-0.1272664,48828,300,25
-0.5706808,48828,300,25
-0.7960367,48828,300,25
-0.2868725,48828,300,25
-0.3529792,48828,300,25
-0.1755174,48828,300,25
0.2975539,48828,300,25
0.6830819,48828,300,25
0.4420977,48828,300,25
0.5178397,48828,300,25
-0.03464079,48828,300,25
-0.9663241,48828,300,25
0.3131822,48828,300,25
1.016729,48828,300,25
0.2041284,48828,300,25
-0.09823708,48828,300,25
0.6561937,48828,300,25
-0.2005351,48828,300,25
-0.3770493,48828,300,25
0.6002147,48828,300,25
-0.4333729,48828,300,25
-0.7052076,48828,300,25
-0.936015,48828,300,25
-1.164595,48828,300,25
-0.6524528,48828,300,25
-0.6597132,48828,300,25
-0.9583869,48828,300,25
-0.2599843,48828,300,25
-1.166872,48828,300,25
0.7375965,48828,300,25
-0.2003382,48828,300,25
-0.2614979,48828,300,25
-1.413098,48828,300,25
-0.965598,48828,300,25
-1.098217,48828,300,25
0.4813531,48828,300,25
-0.7880871,48828,300,25
-0.5447033,48828,300,25
0.4386643,48828,300,25
0.5774243,48828,300,25
1.094095,48828,300,25
-0.4191473,48828,300,25
0.07078288,48828,300,25
-1.172385,48828,300,25
0.2590245,48828,300,25
0.986924,48828,300,25
0.3272847,48828,300,25
1.122005,48828,300,25
1.468031,48828,300,25
-0.3904011,48828,300,25
0.623288,48828,300,25
0.1454298,48828,300,25
0.5417499,48828,300,25
-0.3755972,48828,300,25
0.1051899,48828,300,25
-0.5058908,48828,300,25
-0.6265244,48828,300,25
-0.04884166,48828,300,25
