gs,sr,load,rate
0.5449125,48828,50,25
0.4420854,48828,50,25
0.2165203,48828,50,25
-0.6318898,48828,50,25
-0.2642791,48828,50,25
0.2661618,48828,50,25
-0.7258322,48828,50,25
-0.591736,48828,50,25
0.1201783,48828,50,25
-0.8478686,48828,50,25
-0.8071119,48828,50,25
-0.05735727,48828,50,25
0.73009,48828,50,25
0.4994672,48828,50,25
-1.113784,48828,50,25
-0.9016572,48828,50,25
-0.7453122,48828,50,25
-0.2073771,48828,50,25
-2.041259,48828,50,25
-1.301238,48828,50,25
0.08895852,48828,50,25
0.8748798,48828,50,25
0.356634,48828,50,25
0.8335447,48828,50,25
1.066149,48828,50,25
0.2731023,48828,50,25
-0.1988,48828,50,25
-0.4660447,48828,50,25
-0.7520927,48828,50,25
-0.7433433,48828,50,25
-1.871513,48828,50,25
-0.6853707,48828,50,25
0.3913978,48828,50,25
1.066862,48828,50,25
0.2837099,48828,50,25
0.210712,48828,50,25
0.4326345,48828,50,25
0.8196145,48828,50,25
0.2831192,48828,50,25
-0.8451367,48828,50,25
-1.462899,48828,50,25
-1.399045,48828,50,25
-0.5960799,48828,50,25
-0.5132497,48828,50,25
-0.4994057,48828,50,25
-0.3034853,48828,50,25
0.2012242,48828,50,25
0.6893702,48828,50,25
0.3337575,48828,50,25
-0.5021375,48828,50,25
-0.8057336,48828,50,25
-0.6611899,48828,50,25
-0.9692776,48828,50,25
-1.623342,48828,50,25
-1.32884,48828,50,25
-0.5548186,48828,50,25
0.06218114,48828,50,25
-0.01321641,48828,50,25
-0.035736,48828,50,25
-0.2508411,48828,50,25
0.4513639,48828,50,25
-1.00489,48828,50,25
-1.447825,48828,50,25
-0.892957,48828,50,25
-1.176433,48828,50,25
-1.742216,48828,50,25
-1.029108,48828,50,25
0.3109426,48828,50,25
0.4341727,48828,50,25
0.9161289,48828,50,25
0.6787995,48828,50,25
0.09221956,48828,50,25
0.5983812,48828,50,25
0.2836114,48828,50,25
-0.5676659,48828,50,25
-1.721912,48828,50,25
-0.5562215,48828,50,25
-0.323716,48828,50,25
0.3039283,48828,50,25
-0.2333054,48828,50,25
0.03082599,48828,50,25
0.06771874,48828,50,25
-0.1174464,48828,50,25
0.4524591,48828,50,25
0.2051498,48828,50,25
-0.4747695,48828,50,25
-0.41201,48828,50,25
-0.9364826,48828,50,25
-0.1987507,48828,50,25
-0.7296962,48828,50,25
-0.6036603,48828,50,25
-0.4567538,48828,50,25
-0.1209166,48828,50,25
-0.4465401,48828,50,25
0.685506,48828,50,25
-0.7187317,48828,50,25
-1.250009,48828,50,25
0.1397814,48828,50,25
0.07732956,48828,50,25
0.6206054,48828,50,25
-0.5773136,48828,50,25
-0.7597838,48828,50,25
-0.50151,48828,50,25
0.1047468,48828,50,25
-0.347983,48828,50,25
-0.5454416,48828,50,25
0.3009011,48828,50,25
0.3165787,48828,50,25
-0.002215041,48828,50,25
-0.329512,48828,50,25
-0.4630544,48828,50,25
-0.1392769,48828,50,25
-1.559906,48828,50,25
-1.035815,48828,50,25
-0.9787652,48828,50,25
-0.8559166,48828,50,25
-0.4787197,48828,50,25
-1.223761,48828,50,25
0.2695828,48828,50,25
0.7273211,48828,50,25
-0.6219713,48828,50,25
0.5433004,48828,50,25
0.7474042,48828,50,25
-0.2602797,48828,50,25
-0.231398,48828,50,25
0.2223163,48828,50,25
-0.07069674,48828,50,25
-0.8324987,48828,50,25
-1.211812,48828,50,25
0.2379447,48828,50,25
0.4156648,48828,50,25
0.2368002,48828,50,25
0.4042328,48828,50,25
0.5045126,48828,50,25
0.1318319,48828,50,25
0.0984832,48828,50,25
0.0497646,48828,50,25
-0.2575231,48828,50,25
-0.5416515,48828,50,25
0.1598522,48828,50,25
-0.5842417,48828,50,25
0.07193962,48828,50,25
-0.4799995,48828,50,25
-0.3271739,48828,50,25
-0.5274506,48828,50,25
-0.5157601,48828,50,25
0.06598362,48828,50,25
-0.866475,48828,50,25
-0.3921362,48828,50,25
-0.1275987,48828,50,25
-0.1674202,48828,50,25
1.2015,48828,50,25
-0.362873,48828,50,25
-0.6542248,48828,50,25
0.2784553,48828,50,25
-0.06064291,48828,50,25
-0.6763383,48828,50,25
-1.005678,48828,50,25
0.2017657,48828,50,25
0.1119088,48828,50,25
1.27467,48828,50,25
0.2130993,48828,50,25
-1.031717,48828,50,25
0.199526,48828,50,25
-0.1093123,48828,50,25
-0.4189751,48828,50,25
0.523562,48828,50,25
-0.4296565,48828,50,25
0.1589661,48828,50,25
-0.5737203,48828,50,25
-0.5704101,48828,50,25
-0.2524409,48828,50,25
-0.06224266,48828,50,25
0.2915117,48828,50,25
0.3927884,48828,50,25
-0.2810395,48828,50,25
-0.756129,48828,50,25
0.4901517,48828,50,25
-0.8656012,48828,50,25
-1.291443,48828,50,25
-1.146715,48828,50,25
0.3764463,48828,50,25
-0.7423342,48828,50,25
-0.3758679,48828,50,25
0.3965909,48828,50,25
-0.3147574,48828,50,25
-0.9780515,48828,50,25
0.2560588,48828,50,25
0.3751788,48828,50,25
-0.1512627,48828,50,25
0.2578308,48828,50,25
0.3739236,48828,50,25
0.654877,48828,50,25
0.2953511,48828,50,25
0.3756218,48828,50,25
-0.03332407,48828,50,25
-0.7297577,48828,50,25
-0.2845713,48828,50,25
0.09031216,48828,50,25
-0.5076137,48828,50,25
-0.2666171,48828,50,25
-0.783977,48828,50,25
-0.7895638,48828,50,25
-0.1831101,48828,50,25
-0.1753574,48828,50,25
-0.1615134,48828,50,25
-0.7635617,48828,50,25
-1.173061,48828,50,25
-0.5028144,48828,50,25
0.9612296,48828,50,25
-0.1950221,48828,50,25
-0.5653647,48828,50,25
0.3032761,48828,50,25
-0.0770096,48828,50,25
