gs,sr,load,rate
-0.9820509,48828,150,25
0.7464936,48828,150,25
1.344764,48828,150,25
0.3689274,48828,150,25
-0.9205835,48828,150,25
0.1682816,48828,150,25
0.7474657,48828,150,25
0.6437279,48828,150,25
0.1324718,48828,150,25
-0.7591439,48828,150,25
0.2031562,48828,150,25
0.2281739,48828,150,25
0.2326163,48828,150,25
-2.454032,48828,150,25
-3.441731,48828,150,25
-2.490334,48828,150,25
0.00712505,48828,150,25
-0.2361111,48828,150,25
-0.4643588,48828,150,25
0.5665337,48828,150,25
1.634381,48828,150,25
0.8493453,48828,150,25
-0.3736775,48828,150,25
-1.107988,48828,150,25
-1.057412,48828,150,25
-0.6045709,48828,150,25
-0.06320252,48828,150,25
-1.064451,48828,150,25
-0.7968119,48828,150,25
1.757389,48828,150,25
2.079161,48828,150,25
1.990928,48828,150,25
2.064739,48828,150,25
-0.593951,48828,150,25
-0.8633616,48828,150,25
-0.05832942,48828,150,25
-0.06990917,48828,150,25
-0.2251836,48828,150,25
0.3140806,48828,150,25
1.079439,48828,150,25
2.6596,48828,150,25
1.925831,48828,150,25
0.2803873,48828,150,25
-3.015287,48828,150,25
-1.883277,48828,150,25
-1.450089,48828,150,25
-1.500863,48828,150,25
-1.487671,48828,150,25
-1.982917,48828,150,25
-0.03589598,48828,150,25
-0.839353,48828,150,25
-0.3400212,48828,150,25
-0.6784426,48828,150,25
-0.6344001,48828,150,25
-0.720356,48828,150,25
-0.1093738,48828,150,25
-2.448187,48828,150,25
-1.521143,48828,150,25
-0.5410239,48828,150,25
-0.2853342,48828,150,25
2.387433,48828,150,25
2.955542,48828,150,25
0.561513,48828,150,25
-0.1002675,48828,150,25
-0.5951201,48828,150,25
0.9141845,48828,150,25
-1.031496,48828,150,25
-3.094191,48828,150,25
-0.6229435,48828,150,25
2.766574,48828,150,25
0.3873984,48828,150,25
-0.299609,48828,150,25
2.166138,48828,150,25
1.401395,48828,150,25
0.8637431,48828,150,25
-0.07774796,48828,150,25
-1.554393,48828,150,25
-1.404545,48828,150,25
-0.5667922,48828,150,25
-1.788978,48828,150,25
0.2037223,48828,150,25
-1.830572,48828,150,25
0.4646295,48828,150,25
1.07699,48828,150,25
-1.10485,48828,150,25
-1.590597,48828,150,25
-3.400531,48828,150,25
-3.011706,48828,150,25
1.1104,48828,150,25
0.2875862,48828,150,25
0.7876933,48828,150,25
-0.04790642,48828,150,25
-1.773325,48828,150,25
-0.6954369,48828,150,25
-0.7197408,48828,150,25
-0.8050075,48828,150,25
2.308738,48828,150,25
2.215731,48828,150,25
0.8246722,48828,150,25
0.5575505,48828,150,25
-0.08370396,48828,150,25
1.299909,48828,150,25
1.049437,48828,150,25
1.116504,48828,150,25
1.05244,48828,150,25
-0.3649404,48828,150,25
-2.272879,48828,150,25
-1.321112,48828,150,25
-0.3358003,48828,150,25
-0.04583905,48828,150,25
0.5365568,48828,150,25
0.1234147,48828,150,25
-0.3061926,48828,150,25
-1.127764,48828,150,25
-2.241708,48828,150,25
-2.548196,48828,150,25
-1.096766,48828,150,25
-1.109403,48828,150,25
-0.8334094,48828,150,25
-0.2732007,48828,150,25
-0.4210917,48828,150,25
-0.825632,48828,150,25
0.04419008,48828,150,25
