gs,sr,load,rate
-0.08516835,48828,200,25
0.7314805,48828,200,25
0.2428916,48828,200,25
-0.2936284,48828,200,25
-0.3597473,48828,200,25
-0.08857705,48828,200,25
-1.339288,48828,200,25
-1.24697,48828,200,25
0.5907761,48828,200,25
0.8389716,48828,200,25
1.149976,48828,200,25
1.120885,48828,200,25
0.8020664,48828,200,25
0.01524687,48828,200,25
0.4254356,48828,200,25
-0.2073402,48828,200,25
-0.9474593,48828,200,25
-1.505379,48828,200,25
-0.7740954,48828,200,25
0.8617495,48828,200,25
0.6666659,48828,200,25
1.462395,48828,200,25
-0.2639345,48828,200,25
-1.24329,48828,200,25
-0.7070166,48828,200,25
-2.110885,48828,200,25
-1.365548,48828,200,25
-0.2485399,48828,200,25
0.534834,48828,200,25
0.9174332,48828,200,25
0.05257032,48828,200,25
0.2197813,48828,200,25
-0.43181,48828,200,25
-0.5477551,48828,200,25
-0.9083638,48828,200,25
-0.06300563,48828,200,25
-0.4958739,48828,200,25
0.5108132,48828,200,25
1.17476,48828,200,25
1.662807,48828,200,25
0.2096291,48828,200,25
0.6865274,48828,200,25
-1.442915,48828,200,25
-1.858666,48828,200,25
-2.177164,48828,200,25
-2.067163,48828,200,25
-4.233633,48828,200,25
-1.933657,48828,200,25
7.400023,48828,200,25
-0.1535639,48828,200,25
-5.510974,48828,200,25
-4.254504,48828,200,25
-3.086722,48828,200,25
-0.3052573,48828,200,25
2.474755,48828,200,25
7.889203,48828,200,25
1.184469,48828,200,25
-0.1999567,48828,200,25
2.433851,48828,200,25
-1.488065,48828,200,25
2.242126,48828,200,25
0.7299176,48828,200,25
-4.373808,48828,200,25
-1.925597,48828,200,25
4.059641,48828,200,25
4.434279,48828,200,25
0.2229193,48828,200,25
-2.13637,48828,200,25
-1.248927,48828,200,25
-0.4661432,48828,200,25
1.138494,48828,200,25
-1.516873,48828,200,25
-6.321777,48828,200,25
-2.657447,48828,200,25
4.613267,48828,200,25
4.789917,48828,200,25
0.2503981,48828,200,25
2.609836,48828,200,25
2.675142,48828,200,25
0.01386862,48828,200,25
-0.7150646,48828,200,25
-3.808518,48828,200,25
-3.453151,48828,200,25
0.4733667,48828,200,25
1.533892,48828,200,25
-2.672004,48828,200,25
-2.056457,48828,200,25
1.915014,48828,200,25
2.648414,48828,200,25
-0.8089208,48828,200,25
-4.487305,48828,200,25
-5.574583,48828,200,25
-2.926501,48828,200,25
1.807572,48828,200,25
4.528296,48828,200,25
0.9636784,48828,200,25
-0.4611716,48828,200,25
0.1515211,48828,200,25
0.5970521,48828,200,25
-0.9323602,48828,200,25
-1.976026,48828,200,25
-0.6696686,48828,200,25
1.817885,48828,200,25
2.425827,48828,200,25
1.080103,48828,200,25
-0.3005073,48828,200,25
1.583681,48828,200,25
1.893294,48828,200,25
-0.0940285,48828,200,25
-1.340149,48828,200,25
-1.090514,48828,200,25
0.361101,48828,200,25
0.8476963,48828,200,25
1.088902,48828,200,25
0.0404245,48828,200,25
-0.03343482,48828,200,25
1.196676,48828,200,25
-1.333763,48828,200,25
-3.676673,48828,200,25
-3.923724,48828,200,25
-0.905312,48828,200,25
0.8518927,48828,200,25
0.8420725,48828,200,25
0.3416824,48828,200,25
-0.3028946,48828,200,25
-0.7000023,48828,200,25
1.643327,48828,200,25
-0.5495394,48828,200,25
-1.259965,48828,200,25
-1.534901,48828,200,25
-2.115242,48828,200,25
-2.163197,48828,200,25
-0.5068753,48828,200,25
1.243844,48828,200,25
1.626935,48828,200,25
0.7460136,48828,200,25
1.381706,48828,200,25
0.4013655,48828,200,25
0.5065554,48828,200,25
0.8693177,48828,200,25
0.003790182,48828,200,25
-0.5094103,48828,200,25
-0.06707884,48828,200,25
0.7561659,48828,200,25
0.8258535,48828,200,25
1.723647,48828,200,25
1.362423,48828,200,25
0.4469953,48828,200,25
-0.5500563,48828,200,25
-0.8469334,48828,200,25
-1.155649,48828,200,25
-1.143183,48828,200,25
-0.4759632,48828,200,25
0.3690874,48828,200,25
0.2448482,48828,200,25
0.2250605,48828,200,25
-1.121574,48828,200,25
-1.813282,48828,200,25
-2.066843,48828,200,25
-2.03267,48828,200,25
-0.5468321,48828,200,25
-0.1467465,48828,200,25
1.190769,48828,200,25
0.4969938,48828,200,25
0.3250573,48828,200,25
-0.3175262,48828,200,25
-0.5614884,48828,200,25
0.05990456,48828,200,25
-0.6339818,48828,200,25
-0.3701334,48828,200,25
0.5269461,48828,200,25
0.5311669,48828,200,25
0.780716,48828,200,25
0.4696995,48828,200,25
-0.2064542,48828,200,25
0.2663956,48828,200,25
-0.3867339,48828,200,25
-1.861853,48828,200,25
0.4940281,48828,200,25
0.7086409,48828,200,25
0.7406852,48828,200,25
0.2173079,48828,200,25
-0.9196851,48828,200,25
-0.2924224,48828,200,25
0.1354621,48828,200,25
-0.8925509,48828,200,25
-1.843554,48828,200,25
-0.9647982,48828,200,25
-1.1001,48828,200,25
-1.865852,48828,200,25
-0.1734623,48828,200,25
-0.1478294,48828,200,25
0.4226053,48828,200,25
1.481432,48828,200,25
0.535314,48828,200,25
-0.2296383,48828,200,25
-0.6300685,48828,200,25
0.2272509,48828,200,25
0.7121112,48828,200,25
-0.6735325,48828,200,25
0.6535233,48828,200,25
0.7525234,48828,200,25
-0.08458997,48828,200,25
0.5008824,48828,200,25
0.4894749,48828,200,25
-0.5254324,48828,200,25
-1.142912,48828,200,25
-0.1901859,48828,200,25
-0.07734186,48828,200,25
-0.4751018,48828,200,25
-0.2525639,48828,200,25
0.2059373,48828,200,25
0.02688814,48828,200,25
-0.574631,48828,200,25
-0.3251311,48828,200,25
-1.351815,48828,200,25
-0.8645922,48828,200,25
0.06440848,48828,200,25
0.6412421,48828,200,25
0.30746,48828,200,25
0.6093702,48828,200,25
0.01778186,48828,200,25
0.2158558,48828,200,25
-0.3305457,48828,200,25
-0.8632754,48828,200,25
-1.972064,48828,200,25
-1.264333,48828,200,25
-0.6639218,48828,200,25
-1.111397,48828,200,25
0.9695975,48828,200,25
-0.0463559,48828,200,25
-0.1999444,48828,200,25
-0.7124681,48828,200,25
-0.5680597,48828,200,25
-0.1270203,48828,200,25
-0.2678354,48828,200,25
-1.170071,48828,200,25
-0.6792917,48828,200,25
0.2201136,48828,200,25
0.519218,48828,200,25
0.009167811,48828,200,25
0.1720103,48828,200,25
-0.9637768,48828,200,25
0.1591999,48828,200,25
0.1130902,48828,200,25
0.3086906,48828,200,25
-0.2116226,48828,200,25
0.05713576,48828,200,25
0.03928007,48828,200,25
0.02295029,48828,200,25
-0.5679489,48828,200,25
0.6056046,48828,200,25
0.5665706,48828,200,25
-0.4871984,48828,200,25
-1.015412,48828,200,25
-1.619331,48828,200,25
-0.5757631,48828,200,25
0.8294345,48828,200,25
0.2478262,48828,200,25
-0.1709766,48828,200,25
0.1534408,48828,200,25
-0.2533761,48828,200,25
-0.1664234,48828,200,25
-0.3596366,48828,200,25
-0.2084969,48828,200,25
-0.722768,48828,200,25
0.4612578,48828,200,25
-0.7075458,48828,200,25
-0.8484593,48828,200,25
-0.3676476,48828,200,25
-0.2496721,48828,200,25
-0.7578272,48828,200,25
-0.5093365,48828,200,25
0.4740435,48828,200,25
-0.4642604,48828,200,25
-0.4884658,48828,200,25
-0.2739268,48828,200,25
-0.634031,48828,200,25
-0.7701822,48828,200,25
-0.01833562,48828,200,25
0.514591,48828,200,25
0.2361849,48828,200,25
-0.7097239,48828,200,25
-0.7122343,48828,200,25
-0.4650972,48828,200,25
-0.394142,48828,200,25
0.08985685,48828,200,25
0.2999658,48828,200,25
-0.02962003,48828,200,25
-0.9013004,48828,200,25
-0.7303361,48828,200,25
1.273723,48828,200,25
1.237999,48828,200,25
-0.2099121,48828,200,25
0.1685154,48828,200,25
-0.2756373,48828,200,25
-0.3997165,48828,200,25
0.4339143,48828,200,25
0.7036079,48828,200,25
-0.9635799,48828,200,25
-0.7219189,48828,200,25
-0.8060166,48828,200,25
-0.0884786,48828,200,25
0.5523698,48828,200,25
0.6730649,48828,200,25
0.2179601,48828,200,25
0.6043371,48828,200,25
0.6811252,48828,200,25
0.2473586,48828,200,25
-0.8890069,48828,200,25
0.3922469,48828,200,25
-0.02715887,48828,200,25
-0.3775415,48828,200,25
0.2436176,48828,200,25
0.9344398,48828,200,25
0.2527608,48828,200,25
-0.2935176,48828,200,25
1.275532,48828,200,25
0.05832942,48828,200,25
-0.4910501,48828,200,25
-0.4546865,48828,200,25
0.4610609,48828,200,25
1.438805,48828,200,25
0.6171351,48828,200,25
0.003937852,48828,200,25
0.0002707273,48828,200,25
-0.2128163,48828,200,25
0.2893705,48828,200,25
-0.867238,48828,200,25
-1.42186,48828,200,25
-0.2006089,48828,200,25
-0.9567133,48828,200,25
-0.1423902,48828,200,25
0.4605809,48828,200,25
-0.8642599,48828,200,25
-1.240103,48828,200,25
-0.277397,48828,200,25
-0.2655958,48828,200,25
0.3271616,48828,200,25
-0.07133664,48828,200,25
-0.5096441,48828,200,25
-0.0112721,48828,200,25
-0.5221221,48828,200,25
-0.6941447,48828,200,25
0.5725759,48828,200,25
-0.7750553,48828,200,25
-0.7654691,48828,200,25
0.2537084,48828,200,25
0.9165841,48828,200,25
-0.1184309,48828,200,25
-0.1235255,48828,200,25
-1.223552,48828,200,25
0.4398826,48828,200,25
-0.4809716,48828,200,25
0.1754559,48828,200,25
0.4442511,48828,200,25
0.8147907,48828,200,25
0.6634787,48828,200,25
-0.0882571,48828,200,25
-0.4711639,48828,200,25
-0.1002306,48828,200,25
0.2153512,48828,200,25
0.1867772,48828,200,25
0.1987507,48828,200,25
-0.6449955,48828,200,25
0.2124963,48828,200,25
-0.3851957,48828,200,25
-0.80454,48828,200,25
-0.4351326,48828,200,25
-0.3337944,48828,200,25
-0.6431373,48828,200,25
-1.074012,48828,200,25
-1.177196,48828,200,25
-0.1447406,48828,200,25
0.2568464,48828,200,25
0.0516843,48828,200,25
-0.2664079,48828,200,25
0.04711885,48828,200,25
-0.1132378,48828,200,25
0.3267186,48828,200,25
-0.05928928,48828,200,25
-1.07683,48828,200,25
-0.7907944,48828,200,25
0.4819438,48828,200,25
1.017652,48828,200,25
-0.8011928,48828,200,25
-0.9485545,48828,200,25
-0.0005537603,48828,200,25
-0.2938129,48828,200,25
-0.3604364,48828,200,25
-0.7245893,48828,200,25
-0.09297021,48828,200,25
-0.9839337,48828,200,25
-0.7363782,48828,200,25
-0.02805719,48828,200,25
-0.7562274,48828,200,25
-1.305238,48828,200,25
-0.2255035,48828,200,25
-0.9873177,48828,200,25
0.2965694,48828,200,25
-0.1813011,48828,200,25
0.2424855,48828,200,25
0.3684844,48828,200,25
-0.7124311,48828,200,25
0.1626209,48828,200,25
0.2447621,48828,200,25
0.3435529,48828,200,25
0.09699421,48828,200,25
0.0282787,48828,200,25
0.3701703,48828,200,25
0.3937605,48828,200,25
0.04879244,48828,200,25
0.03401319,48828,200,25
-0.2118564,48828,200,25
0.1715304,48828,200,25
-0.3101919,48828,200,25
-0.5170768,48828,200,25
0.1214458,48828,200,25
1.031545,48828,200,25
0.4248695,48828,200,25
-1.22984,48828,200,25
0.1071342,48828,200,25
-0.3327484,48828,200,25
-0.5079459,48828,200,25
-0.5279551,48828,200,25
-0.4612947,48828,200,25
-1.112825,48828,200,25
-0.4905209,48828,200,25
-0.4625745,48828,200,25
-0.7478102,48828,200,25
-0.3529792,48828,200,25
0.2484661,48828,200,25
1.167425,48828,200,25
0.1188616,48828,200,25
0.9710864,48828,200,25
-0.5599994,48828,200,25
-0.7002238,48828,200,25
-0.5483212,48828,200,25
0.3711179,48828,200,25
-0.2820855,48828,200,25
-0.5085489,48828,200,25
1.690224,48828,200,25
0.3814794,48828,200,25
-0.5384643,48828,200,25
0.07943384,48828,200,25
-0.7539017,48828,200,25
-0.894483,48828,200,25
0.3833129,48828,200,25
-1.072092,48828,200,25
-0.937061,48828,200,25
-0.8108898,48828,200,25
0.5743233,48828,200,25
0.3211933,48828,200,25
-0.777738,48828,200,25
-1.204613,48828,200,25
0.2658665,48828,200,25
-0.5744341,48828,200,25
-1.150234,48828,200,25
0.03908318,48828,200,25
0.4371015,48828,200,25
0.0980648,48828,200,25
