gs,sr,load,rate
-0.6417344,48828,150,25
-1.733873,48828,150,25
-0.896255,48828,150,25
0.5547817,48828,150,25
0.0157391,48828,150,25
0.4379629,48828,150,25
0.5577105,48828,150,25
1.370643,48828,150,25
1.772218,48828,150,25
-0.2307458,48828,150,25
0.4663524,48828,150,25
-0.3795966,48828,150,25
-0.6723389,48828,150,25
0.52115,48828,150,25
0.9899513,48828,150,25
1.737958,48828,150,25
0.7502714,48828,150,25
2.356656,48828,150,25
1.18234,48828,150,25
-0.582359,48828,150,25
-0.5617961,48828,150,25
0.301098,48828,150,25
-0.1114658,48828,150,25
0.1851528,48828,150,25
-0.7528803,48828,150,25
-0.09076747,48828,150,25
0.2230178,48828,150,25
0.5249402,48828,150,25
0.7979686,48828,150,25
-0.8468103,48828,150,25
-0.2337238,48828,150,25
-0.9768825,48828,150,25
-0.02458696,48828,150,25
-0.4270107,48828,150,25
-1.545853,48828,150,25
-0.4774399,48828,150,25
-0.1038116,48828,150,25
-0.697332,48828,150,25
-1.024764,48828,150,25
-1.480891,48828,150,25
-1.658328,48828,150,25
-1.74592,48828,150,25
-2.607744,48828,150,25
-0.1226395,48828,150,25
-0.1374433,48828,150,25
-3.686666,48828,150,25
-0.8465396,48828,150,25
-1.795402,48828,150,25
-4.093064,48828,150,25
-2.68431,48828,150,25
0.08129202,48828,150,25
1.621976,48828,150,25
-0.5795656,48828,150,25
-0.1188739,48828,150,25
0.3708225,48828,150,25
-0.2745298,48828,150,25
1.491523,48828,150,25
4.068933,48828,150,25
1.032849,48828,150,25
0.1941607,48828,150,25
1.46253,48828,150,25
0.6676012,48828,150,25
0.04204887,48828,150,25
1.45052,48828,150,25
2.691115,48828,150,25
0.9001682,48828,150,25
0.1044638,48828,150,25
2.316921,48828,150,25
0.9129293,48828,150,25
-0.4492842,48828,150,25
0.2190676,48828,150,25
1.498611,48828,150,25
-0.7877548,48828,150,25
-0.786352,48828,150,25
-0.06298101,48828,150,25
-1.049708,48828,150,25
-0.8481886,48828,150,25
0.4268016,48828,150,25
-0.2718594,48828,150,25
-0.566743,48828,150,25
0.1722933,48828,150,25
0.8120957,48828,150,25
-1.248262,48828,150,25
-3.069863,48828,150,25
-1.272258,48828,150,25
-0.6949201,48828,150,25
-0.9487761,48828,150,25
0.01133363,48828,150,25
0.4173384,48828,150,25
-0.7645954,48828,150,25
-2.096783,48828,150,25
-0.6274228,48828,150,25
-0.5381443,48828,150,25
-2.574173,48828,150,25
-1.246822,48828,150,25
0.4502195,48828,150,25
-0.4052295,48828,150,25
-0.239729,48828,150,25
0.8730463,48828,150,25
-0.4952587,48828,150,25
-0.2835007,48828,150,25
0.8906805,48828,150,25
0.1142346,48828,150,25
-0.2592829,48828,150,25
1.033157,48828,150,25
2.99129,48828,150,25
0.747355,48828,150,25
0.5958953,48828,150,25
1.662192,48828,150,25
0.7142278,48828,150,25
0.2714779,48828,150,25
0.8693053,48828,150,25
0.7005807,48828,150,25
-0.4838143,48828,150,25
0.4056479,48828,150,25
0.1397691,48828,150,25
0.006928157,48828,150,25
-1.383946,48828,150,25
-0.2305981,48828,150,25
-1.169985,48828,150,25
-0.9956857,48828,150,25
-2.091984,48828,150,25
-1.560238,48828,150,25
-0.4239343,48828,150,25
0.003051835,48828,150,25
0.1563819,48828,150,25
-1.079328,48828,150,25
-1.371431,48828,150,25
-1.026475,48828,150,25
0.4369538,48828,150,25
1.518928,48828,150,25
1.529535,48828,150,25
0.6004239,48828,150,25
-0.1469188,48828,150,25
0.07101669,48828,150,25
-1.248582,48828,150,25
-2.80786,48828,150,25
-1.964914,48828,150,25
-2.104634,48828,150,25
-3.2014,48828,150,25
-0.9276347,48828,150,25
-1.564299,48828,150,25
-1.637519,48828,150,25
0.09197344,48828,150,25
1.322244,48828,150,25
0.1332594,48828,150,25
-0.5097426,48828,150,25
1.532243,48828,150,25
1.148068,48828,150,25
0.8090684,48828,150,25
0.2746528,48828,150,25
1.063331,48828,150,25
0.2908472,48828,150,25
-0.02629746,48828,150,25
0.8515235,48828,150,25
0.3751542,48828,150,25
-0.03755726,48828,150,25
-0.09602205,48828,150,25
0.3895273,48828,150,25
-0.9541291,48828,150,25
-1.078331,48828,150,25
-1.553458,48828,150,25
-0.5880935,48828,150,25
-0.6331204,48828,150,25
-0.3186337,48828,150,25
-0.2993875,48828,150,25
-0.5312285,48828,150,25
-0.5293826,48828,150,25
-0.1271557,48828,150,25
-0.04137205,48828,150,25
-0.6180089,48828,150,25
-0.4988273,48828,150,25
0.1706689,48828,150,25
0.8309482,48828,150,25
1.461829,48828,150,25
0.3798919,48828,150,25
1.059762,48828,150,25
0.4194796,48828,150,25
-0.7688901,48828,150,25
0.1976309,48828,150,25
0.006792794,48828,150,25
0.002793413,48828,150,25
0.2772616,48828,150,25
0.2614241,48828,150,25
-0.03114594,48828,150,25
0.03406242,48828,150,25
-0.2911672,48828,150,25
-0.6907853,48828,150,25
-0.5362616,48828,150,25
-1.08318,48828,150,25
-0.4404117,48828,150,25
-0.1073926,48828,150,25
-0.860802,48828,150,25
-0.1281278,48828,150,25
-0.1069127,48828,150,25
0.8345045,48828,150,25
0.02749113,48828,150,25
0.3646327,48828,150,25
-1.499386,48828,150,25
-0.2475924,48828,150,25
-0.1374187,48828,150,25
-0.1269096,48828,150,25
-1.144007,48828,150,25
-0.1791845,48828,150,25
0.5270814,48828,150,25
-0.1198091,48828,150,25
0.567592,48828,150,25
0.18391,48828,150,25
0.04586366,48828,150,25
0.3894289,48828,150,25
1.897983,48828,150,25
0.9766241,48828,150,25
-0.2809165,48828,150,25
0.7239248,48828,150,25
