gs,sr,load,rate
-0.1909366,48828,50,25
0.3785875,48828,50,25
-0.4904225,48828,50,25
-1.442238,48828,50,25
-0.05172122,48828,50,25
-0.4280691,48828,50,25
-0.6565998,48828,50,25
0.1548191,48828,50,25
-0.1656236,48828,50,25
0.1382555,48828,50,25
-0.1385754,48828,50,25
0.06131973,48828,50,25
-0.69967,48828,50,25
-0.5718868,48828,50,25
-0.03589598,48828,50,25
0.8373226,48828,50,25
0.6951046,48828,50,25
0.3818485,48828,50,25
-1.068684,48828,50,25
-1.242872,48828,50,25
-1.56852,48828,50,25
-1.193784,48828,50,25
-0.8377287,48828,50,25
-0.1237839,48828,50,25
0.4588827,48828,50,25
0.2941575,48828,50,25
0.1232548,48828,50,25
0.224396,48828,50,25
-0.1601106,48828,50,25
-0.3522777,48828,50,25
0.4564585,48828,50,25
-0.9003651,48828,50,25
-1.401297,48828,50,25
-0.6008669,48828,50,25
-0.4131052,48828,50,25
-0.9857672,48828,50,25
0.8141508,48828,50,25
-0.3834852,48828,50,25
-0.7627003,48828,50,25
-0.3154465,48828,50,25
-0.7575442,48828,50,25
-0.9824447,48828,50,25
-1.80644,48828,50,25
-0.6652015,48828,50,25
-0.02627285,48828,50,25
-0.2294044,48828,50,25
-0.5665337,48828,50,25
-0.1299614,48828,50,25
-0.6526743,48828,50,25
-0.9395837,48828,50,25
0.3791782,48828,50,25
-0.4932528,48828,50,25
-0.7663797,48828,50,25
-0.9489976,48828,50,25
-0.4485582,48828,50,25
1.59195,48828,50,25
-0.0204153,48828,50,25
-0.4321054,48828,50,25
-0.3221286,48828,50,25
0.2209381,48828,50,25
0.2194491,48828,50,25
0.3374369,48828,50,25
-0.612865,48828,50,25
0.3289706,48828,50,25
-0.2635776,48828,50,25
0.6540402,48828,50,25
-0.008958612,48828,50,25
0.7342493,48828,50,25
0.08905697,48828,50,25
-1.181872,48828,50,25
-2.000035,48828,50,25
-0.1512135,48828,50,25
-0.5036882,48828,50,25
0.2517149,48828,50,25
0.3669585,48828,50,25
0.451893,48828,50,25
1.091388,48828,50,25
-0.2830085,48828,50,25
-0.2394583,48828,50,25
-0.0435994,48828,50,25
-0.8143846,48828,50,25
-0.5292841,48828,50,25
-0.2104781,48828,50,25
-0.1084017,48828,50,25
-1.286779,48828,50,25
0.2943421,48828,50,25
0.4368431,48828,50,25
-0.07917543,48828,50,25
-0.307177,48828,50,25
1.276885,48828,50,25
-0.2618671,48828,50,25
-0.4579352,48828,50,25
0.4309855,48828,50,25
0.03101058,48828,50,25
-0.5744341,48828,50,25
-0.004922314,48828,50,25
-0.1777571,48828,50,25
0.04139666,48828,50,25
-0.5452939,48828,50,25
-0.2619163,48828,50,25
1.16473,48828,50,25
-0.7970703,48828,50,25
-0.4097211,48828,50,25
-0.1137916,48828,50,25
-0.184796,48828,50,25
-0.2945882,48828,50,25
-0.5407901,48828,50,25
-0.7450538,48828,50,25
-0.02389784,48828,50,25
-0.6766951,48828,50,25
0.2866387,48828,50,25
-0.2608703,48828,50,25
-0.2806458,48828,50,25
-0.106765,48828,50,25
-0.7808759,48828,50,25
0.7362428,48828,50,25
-0.2260204,48828,50,25
-0.04043681,48828,50,25
-0.6751446,48828,50,25
-1.079082,48828,50,25
-0.4072354,48828,50,25
0.02569448,48828,50,25
0.04123669,48828,50,25
0.4683705,48828,50,25
0.159323,48828,50,25
0.9973101,48828,50,25
0.9095206,48828,50,25
-0.6054201,48828,50,25
-1.490871,48828,50,25
-1.031262,48828,50,25
0.1461804,48828,50,25
-0.7085671,48828,50,25
-0.5063339,48828,50,25
-1.315821,48828,50,25
-0.5860138,48828,50,25
0.6039064,48828,50,25
0.2616948,48828,50,25
-0.6803007,48828,50,25
0.1961173,48828,50,25
-0.3468755,48828,50,25
-0.3904503,48828,50,25
-1.25204,48828,50,25
-0.2113273,48828,50,25
1.094993,48828,50,25
-1.336691,48828,50,25
0.8204145,48828,50,25
1.155944,48828,50,25
0.2690045,48828,50,25
-0.3911148,48828,50,25
-0.8886992,48828,50,25
-1.493221,48828,50,25
-0.9198574,48828,50,25
0.03441928,48828,50,25
0.03704042,48828,50,25
-0.5514222,48828,50,25
-0.3725207,48828,50,25
-0.1933116,48828,50,25
-0.4888596,48828,50,25
-0.2205689,48828,50,25
-0.1492077,48828,50,25
0.02512841,48828,50,25
0.1572064,48828,50,25
-0.103344,48828,50,25
-0.6199654,48828,50,25
0.3706626,48828,50,25
-0.5000702,48828,50,25
0.676043,48828,50,25
0.03834483,48828,50,25
0.6131358,48828,50,25
-1.65615,48828,50,25
-0.3818731,48828,50,25
0.2793167,48828,50,25
-0.04710655,48828,50,25
0.5183197,48828,50,25
-0.3382368,48828,50,25
0.5895948,48828,50,25
1.454864,48828,50,25
0.7467028,48828,50,25
-0.3631806,48828,50,25
-0.03859095,48828,50,25
-0.4038759,48828,50,25
0.7071643,48828,50,25
-0.1650575,48828,50,25
-1.571793,48828,50,25
-0.757458,48828,50,25
-0.5892256,48828,50,25
0.2475555,48828,50,25
-0.2705181,48828,50,25
-0.2304135,48828,50,25
-0.5300964,48828,50,25
-0.1012643,48828,50,25
0.342027,48828,50,25
-0.126725,48828,50,25
0.4758524,48828,50,25
-1.14909,48828,50,25
-1.055836,48828,50,25
1.970292,48828,50,25
-0.02415626,48828,50,25
-1.88377,48828,50,25
-0.6130496,48828,50,25
0.6742955,48828,50,25
0.7115821,48828,50,25
-0.8302344,48828,50,25
-1.487794,48828,50,25
-1.271778,48828,50,25
-0.2759819,48828,50,25
0.9408511,48828,50,25
-0.8388361,48828,50,25
-1.737897,48828,50,25
-0.2851127,48828,50,25
0.6565875,48828,50,25
-0.9020018,48828,50,25
-0.9363104,48828,50,25
-1.065349,48828,50,25
0.3120993,48828,50,25
0.4457525,48828,50,25
-0.1948129,48828,50,25
0.8061397,48828,50,25
-0.4594119,48828,50,25
-1.305742,48828,50,25
0.1611197,48828,50,25
0.8007498,48828,50,25
-0.3705149,48828,50,25
-0.05736957,48828,50,25
-0.1493553,48828,50,25
-0.2952896,48828,50,25
0.4814638,48828,50,25
1.175043,48828,50,25
-0.7123327,48828,50,25
-1.287197,48828,50,25
-0.5477428,48828,50,25
-0.2692875,48828,50,25
-0.4364985,48828,50,25
-0.2583846,48828,50,25
-0.3858725,48828,50,25
-0.3918285,48828,50,25
-0.1004152,48828,50,25
0.8315389,48828,50,25
-0.3539144,48828,50,25
-0.5954893,48828,50,25
0.3005565,48828,50,25
1.021233,48828,50,25
-0.5183443,48828,50,25
-0.7344462,48828,50,25
-0.3727669,48828,50,25
-0.9058288,48828,50,25
-0.289309,48828,50,25
0.5863215,48828,50,25
-0.9328524,48828,50,25
0.3363048,48828,50,25
0.03277031,48828,50,25
-0.8236632,48828,50,25
-1.011166,48828,50,25
0.9130524,48828,50,25
0.2498197,48828,50,25
-1.381275,48828,50,25
-0.699707,48828,50,25
0.8478317,48828,50,25
0.8136216,48828,50,25
-0.9214203,48828,50,25
-0.3233591,48828,50,25
0.1659189,48828,50,25
0.2011873,48828,50,25
-1.020814,48828,50,25
0.2835376,48828,50,25
0.5439404,48828,50,25
0.2403074,48828,50,25
-0.3289952,48828,50,25
0.5855954,48828,50,25
-0.1779047,48828,50,25
-0.09297021,48828,50,25
0.06184888,48828,50,25
-0.8492591,48828,50,25
-0.4127976,48828,50,25
-0.3044944,48828,50,25
-1.10757,48828,50,25
-0.1593353,48828,50,25
-0.2282354,48828,50,25
-0.3222024,48828,50,25
-0.2734223,48828,50,25
-0.05269337,48828,50,25
1.14386,48828,50,25
-0.54111,48828,50,25
-1.066223,48828,50,25
0.3272724,48828,50,25
0.2109458,48828,50,25
-0.189546,48828,50,25
-0.4346896,48828,50,25
0.1625717,48828,50,25
0.4855371,48828,50,25
0.1572187,48828,50,25
-0.7133787,48828,50,25
0.3461864,48828,50,25
-0.2810765,48828,50,25
-1.027681,48828,50,25
-0.5216176,48828,50,25
0.2980092,48828,50,25
-0.4450018,48828,50,25
-1.389791,48828,50,25
0.8433647,48828,50,25
0.0003937851,48828,50,25
-0.8283024,48828,50,25
0.1927209,48828,50,25
0.535437,48828,50,25
-0.02408242,48828,50,25
-0.8857582,48828,50,25
-1.140377,48828,50,25
-0.2900105,48828,50,25
-0.5021991,48828,50,25
-1.886231,48828,50,25
-1.370889,48828,50,25
0.1840945,48828,50,25
0.1956128,48828,50,25
-0.9793929,48828,50,25
-0.4963046,48828,50,25
0.6590117,48828,50,25
-0.07425311,48828,50,25
-2.136604,48828,50,25
-0.4826699,48828,50,25
0.5456386,48828,50,25
0.5219622,48828,50,25
-1.10693,48828,50,25
0.2055435,48828,50,25
0.5352156,48828,50,25
-0.8395869,48828,50,25
0.2341791,48828,50,25
0.2244329,48828,50,25
-0.7241709,48828,50,25
-0.355871,48828,50,25
0.7144616,48828,50,25
0.3469124,48828,50,25
-0.6024297,48828,50,25
1.248422,48828,50,25
0.6761044,48828,50,25
-1.655583,48828,50,25
-0.2760188,48828,50,25
0.5995502,48828,50,25
0.4515731,48828,50,25
-0.7052445,48828,50,25
-0.1958466,48828,50,25
-0.6761414,48828,50,25
0.3556987,48828,50,25
0.654877,48828,50,25
-0.9917601,48828,50,25
-0.4742896,48828,50,25
0.1283247,48828,50,25
0.2219718,48828,50,25
-0.5095702,48828,50,25
-0.342347,48828,50,25
-0.8823125,48828,50,25
0.7041124,48828,50,25
1.516516,48828,50,25
1.356073,48828,50,25
-0.3454357,48828,50,25
0.5214946,48828,50,25
1.495879,48828,50,25
1.5167,48828,50,25
0.725143,48828,50,25
0.8256813,48828,50,25
-0.4663277,48828,50,25
-1.152363,48828,50,25
0.192364,48828,50,25
-0.1753697,48828,50,25
-0.7706867,48828,50,25
-1.716645,48828,50,25
-1.106869,48828,50,25
-0.9885853,48828,50,25
-1.221608,48828,50,25
-1.934174,48828,50,25
-1.650255,48828,50,25
-2.772567,48828,50,25
-0.9093975,48828,50,25
-0.8856844,48828,50,25
-0.8778824,48828,50,25
-1.0312,48828,50,25
-0.9062596,48828,50,25
-1.68177,48828,50,25
-0.3779107,48828,50,25
-0.03832021,48828,50,25
-1.755519,48828,50,25
-1.374864,48828,50,25
0.4878505,48828,50,25
2.238065,48828,50,25
-0.08305175,48828,50,25
-1.326539,48828,50,25
-0.4095735,48828,50,25
1.516774,48828,50,25
2.518194,48828,50,25
1.313913,48828,50,25
0.5063831,48828,50,25
0.5410608,48828,50,25
2.739821,48828,50,25
1.974882,48828,50,25
0.2191414,48828,50,25
0.6434449,48828,50,25
0.1583631,48828,50,25
-0.2515795,48828,50,25
1.656728,48828,50,25
0.7196054,48828,50,25
-1.888495,48828,50,25
-2.989346,48828,50,25
-0.9426847,48828,50,25
-0.6680319,48828,50,25
-1.637211,48828,50,25
-0.5979012,48828,50,25
-0.9965471,48828,50,25
-0.8273548,48828,50,25
0.2073033,48828,50,25
0.9124617,48828,50,25
-0.170189,48828,50,25
-1.538629,48828,50,25
-1.711809,48828,50,25
0.08531602,48828,50,25
0.7232111,48828,50,25
0.003987074,48828,50,25
0.2386707,48828,50,25
0.0801722,48828,50,25
0.9638876,48828,50,25
-0.4101149,48828,50,25
1.216919,48828,50,25
1.213326,48828,50,25
-0.3070171,48828,50,25
0.1017319,48828,50,25
0.8168704,48828,50,25
0.2954988,48828,50,25
-0.4614916,48828,50,25
-0.3522654,48828,50,25
0.07377318,48828,50,25
