gs,sr,load,rate
-0.06989686,48828,25,25
1.184481,48828,25,25
1.568139,48828,25,25
0.1725271,48828,25,25
1.150886,48828,25,25
-0.2050021,48828,25,25
1.163364,48828,25,25
-0.6431742,48828,25,25
-1.160079,48828,25,25
2.025705,48828,25,25
-1.207542,48828,25,25
-2.369577,48828,25,25
-1.764219,48828,25,25
-1.136772,48828,25,25
-1.444318,48828,25,25
-0.4093643,48828,25,25
1.780696,48828,25,25
0.5837988,48828,25,25
-0.4262724,48828,25,25
0.4673368,48828,25,25
-0.403396,48828,25,25
-2.547027,48828,25,25
-2.018186,48828,25,25
-1.636522,48828,25,25
-1.712055,48828,25,25
-0.8651459,48828,25,25
-0.03347174,48828,25,25
-0.2550866,48828,25,25
-0.6118806,48828,25,25
0.5130898,48828,25,25
-0.09680962,48828,25,25
-1.376156,48828,25,25
-1.112861,48828,25,25
0.4627344,48828,25,25
-0.6694593,48828,25,25
-1.80708,48828,25,25
0.2527608,48828,25,25
1.602447,48828,25,25
-0.573585,48828,25,25
-0.655603,48828,25,25
-0.7395654,48828,25,25
-1.869433,48828,25,25
-1.672922,48828,25,25
-0.5089796,48828,25,25
-1.478922,48828,25,25
-1.208231,48828,25,25
0.8086255,48828,25,25
1.82069,48828,25,25
-0.8452721,48828,25,25
-1.297214,48828,25,25
1.165998,48828,25,25
-0.6076597,48828,25,25
-0.04351326,48828,25,25
1.432861,48828,25,25
0.9293453,48828,25,25
-0.4199473,48828,25,25
1.910473,48828,25,25
1.655497,48828,25,25
-0.6269305,48828,25,25
-1.164767,48828,25,25
-0.03726192,48828,25,25
0.4534559,48828,25,25
-0.7524742,48828,25,25
-0.8017588,48828,25,25
1.022906,48828,25,25
0.1456021,48828,25,25
0.0838024,48828,25,25
2.142794,48828,25,25
0.3546527,48828,25,25
-1.672664,48828,25,25
-1.146321,48828,25,25
-0.7723234,48828,25,25
-1.787218,48828,25,25
-2.419244,48828,25,25
-0.4352556,48828,25,25
-1.521007,48828,25,25
-2.243086,48828,25,25
-0.8113081,48828,25,25
-0.5433742,48828,25,25
0.1868387,48828,25,25
-1.358731,48828,25,25
0.4534928,48828,25,25
0.05770183,48828,25,25
-0.558092,48828,25,25
0.9557288,48828,25,25
0.8943844,48828,25,25
0.4579229,48828,25,25
-0.5559139,48828,25,25
0.1619934,48828,25,25
0.4364739,48828,25,25
0.1461927,48828,25,25
0.9296406,48828,25,25
-0.02885707,48828,25,25
-1.501232,48828,25,25
0.1229471,48828,25,25
0.9220479,48828,25,25
0.9584238,48828,25,25
-1.165542,48828,25,25
-0.5688842,48828,25,25
0.02136284,48828,25,25
-0.4101887,48828,25,25
0.2731638,48828,25,25
0.3131946,48828,25,25
-0.2530685,48828,25,25
-1.115483,48828,25,25
0.1592369,48828,25,25
0.648318,48828,25,25
-0.2083985,48828,25,25
-0.02461157,48828,25,25
0.8175595,48828,25,25
0.4426268,48828,25,25
-1.012914,48828,25,25
0.1104075,48828,25,25
0.4348249,48828,25,25
-0.2643898,48828,25,25
-0.5918099,48828,25,25
-0.2140591,48828,25,25
-1.479315,48828,25,25
1.112135,48828,25,25
0.388026,48828,25,25
0.3155203,48828,25,25
-1.1437,48828,25,25
-0.4547849,48828,25,25
-0.420661,48828,25,25
-0.2773478,48828,25,25
-1.364798,48828,25,25
-1.033182,48828,25,25
0.2047806,48828,25,25
0.9636292,48828,25,25
-0.2149698,48828,25,25
-0.8669549,48828,25,25
-0.4901025,48828,25,25
-0.843537,48828,25,25
-0.4659709,48828,25,25
-1.56788,48828,25,25
-1.699072,48828,25,25
0.4528898,48828,25,25
0.5325944,48828,25,25
-1.031902,48828,25,25
-0.5811284,48828,25,25
-0.08874933,48828,25,25
1.321063,48828,25,25
0.6808545,48828,25,25
-0.2827131,48828,25,25
-1.353944,48828,25,25
-1.189379,48828,25,25
1.252077,48828,25,25
0.548838,48828,25,25
-0.9259857,48828,25,25
-1.143195,48828,25,25
-0.5348586,48828,25,25
0.2386707,48828,25,25
0.3896996,48828,25,25
-0.3259679,48828,25,25
-1.40585,48828,25,25
-0.8703759,48828,25,25
0.7500377,48828,25,25
-0.8895483,48828,25,25
-0.582679,48828,25,25
-0.2825901,48828,25,25
0.5936434,48828,25,25
-0.7333387,48828,25,25
0.8985193,48828,25,25
1.270892,48828,25,25
-0.007752645,48828,25,25
-0.5933235,48828,25,25
-0.1883523,48828,25,25
0.987084,48828,25,25
0.3888013,48828,25,25
0.4009471,48828,25,25
0.1922902,48828,25,25
-0.2449221,48828,25,25
0.1818057,48828,25,25
0.2578431,48828,25,25
0.08333478,48828,25,25
-1.699995,48828,25,25
-1.338353,48828,25,25
0.4905455,48828,25,25
-0.3135637,48828,25,25
-0.9046721,48828,25,25
0.6448355,48828,25,25
0.691376,48828,25,25
-0.9788392,48828,25,25
-0.5045126,48828,25,25
-0.1461927,48828,25,25
-0.7860813,48828,25,25
-1.077544,48828,25,25
-0.9044014,48828,25,25
-0.2458942,48828,25,25
-1.301706,48828,25,25
-0.2881277,48828,25,25
0.3497058,48828,25,25
-0.02253189,48828,25,25
-0.2653866,48828,25,25
0.555557,48828,25,25
-0.2630239,48828,25,25
-1.469434,48828,25,25
-1.003808,48828,25,25
-0.4135974,48828,25,25
0.6652015,48828,25,25
-0.5635065,48828,25,25
0.6216514,48828,25,25
0.2705673,48828,25,25
0.03028454,48828,25,25
-0.548555,48828,25,25
0.1383416,48828,25,25
-0.4132652,48828,25,25
-0.3321701,48828,25,25
0.1526533,48828,25,25
-0.4228268,48828,25,25
-0.7407837,48828,25,25
-0.03397628,48828,25,25
0.5389934,48828,25,25
-0.4596457,48828,25,25
-1.609547,48828,25,25
-0.6326528,48828,25,25
1.361684,48828,25,25
0.347663,48828,25,25
0.222587,48828,25,25
0.3820208,48828,25,25
-0.01369634,48828,25,25
0.661559,48828,25,25
1.050717,48828,25,25
0.9707296,48828,25,25
-0.4609624,48828,25,25
0.1112689,48828,25,25
-0.7580733,48828,25,25
-0.7279364,48828,25,25
-0.004577752,48828,25,25
0.107811,48828,25,25
-0.4544404,48828,25,25
-0.9546213,48828,25,25
0.0248823,48828,25,25
0.6931726,48828,25,25
-0.1930408,48828,25,25
-1.215492,48828,25,25
0.4530744,48828,25,25
0.8219896,48828,25,25
0.3589475,48828,25,25
-0.3064264,48828,25,25
1.709298,48828,25,25
0.7619497,48828,25,25
-0.07793254,48828,25,25
-1.682299,48828,25,25
-1.189699,48828,25,25
-0.3550712,48828,25,25
