gs,sr,load,rate
-0.5492564,48828,250,25
0.1693891,48828,250,25
-0.4707209,48828,250,25
-0.5062723,48828,250,25
0.2941206,48828,250,25
0.2204089,48828,250,25
0.6616575,48828,250,25
-0.4973506,48828,250,25
-0.1882539,48828,250,25
-1.156621,48828,250,25
0.1536993,48828,250,25
0.3094167,48828,250,25
-0.2153759,48828,250,25
0.3282322,48828,250,25
0.5601224,48828,250,25
0.7198516,48828,250,25
1.513649,48828,250,25
0.4540835,48828,250,25
-0.2667894,48828,250,25
-0.8248445,48828,250,25
0.1485431,48828,250,25
-0.3845435,48828,250,25
-0.4803933,48828,250,25
0.7390732,48828,250,25
1.045893,48828,250,25
1.344666,48828,250,25
1.527653,48828,250,25
-0.1304413,48828,250,25
0.1624733,48828,250,25
0.1331363,48828,250,25
-0.3156311,48828,250,25
-0.1278571,48828,250,25
-0.3232115,48828,250,25
-1.376341,48828,250,25
-0.8165381,48828,250,25
0.602479,48828,250,25
0.3013318,48828,250,25
0.806435,48828,250,25
-0.3176738,48828,250,25
-0.7973287,48828,250,25
-0.05162277,48828,250,25
-1.272554,48828,250,25
-1.034781,48828,250,25
-0.6810883,48828,250,25
-1.938789,48828,250,25
-1.935429,48828,250,25
-1.801776,48828,250,25
-1.132157,48828,250,25
-1.709347,48828,250,25
-1.371738,48828,250,25
-2.125923,48828,250,25
-1.452809,48828,250,25
-1.589957,48828,250,25
-0.8370395,48828,250,25
0.8226541,48828,250,25
1.190449,48828,250,25
3.008543,48828,250,25
2.073599,48828,250,25
0.5661154,48828,250,25
-0.1293215,48828,250,25
0.245968,48828,250,25
-0.008281793,48828,250,25
-2.252439,48828,250,25
1.204786,48828,250,25
2.117715,48828,250,25
2.434675,48828,250,25
2.242877,48828,250,25
-0.6447862,48828,250,25
-0.9392514,48828,250,25
2.306843,48828,250,25
2.002201,48828,250,25
-0.7578887,48828,250,25
-1.370852,48828,250,25
0.01129671,48828,250,25
0.8639646,48828,250,25
1.276048,48828,250,25
0.06384242,48828,250,25
-2.022936,48828,250,25
0.7711543,48828,250,25
1.668357,48828,250,25
-1.405419,48828,250,25
-3.21784,48828,250,25
-1.77511,48828,250,25
0.694034,48828,250,25
-0.2259711,48828,250,25
-0.7666997,48828,250,25
-1.148782,48828,250,25
-0.9062965,48828,250,25
-0.2016426,48828,250,25
-2.025459,48828,250,25
-2.375177,48828,250,25
0.1577479,48828,250,25
1.312092,48828,250,25
-0.6225128,48828,250,25
-0.9623616,48828,250,25
-0.361101,48828,250,25
-0.1293338,48828,250,25
1.297891,48828,250,25
0.02937391,48828,250,25
-0.8657858,48828,250,25
0.2369233,48828,250,25
-0.8604451,48828,250,25
-0.2803627,48828,250,25
-0.4330529,48828,250,25
-0.0001845868,48828,250,25
0.002116595,48828,250,25
0.2227716,48828,250,25
-0.4323268,48828,250,25
-1.147982,48828,250,25
-0.01368403,48828,250,25
0.6893824,48828,250,25
0.2240022,48828,250,25
1.573467,48828,250,25
1.049708,48828,250,25
0.1074172,48828,250,25
-1.281426,48828,250,25
-0.7432571,48828,250,25
-1.410821,48828,250,25
-1.236645,48828,250,25
-0.3326992,48828,250,25
-0.1951821,48828,250,25
-0.9935198,48828,250,25
-1.637506,48828,250,25
-1.233224,48828,250,25
-0.3876938,48828,250,25
-1.353735,48828,250,25
-0.2630731,48828,250,25
-0.7867581,48828,250,25
0.4397719,48828,250,25
2.661471,48828,250,25
2.126575,48828,250,25
1.432037,48828,250,25
-0.4147788,48828,250,25
-0.5949602,48828,250,25
-1.546542,48828,250,25
-1.360897,48828,250,25
-1.917894,48828,250,25
-0.6570428,48828,250,25
-1.528145,48828,250,25
-0.5674936,48828,250,25
0.2685368,48828,250,25
-0.1502659,48828,250,25
0.6208515,48828,250,25
0.3839282,48828,250,25
-0.7192239,48828,250,25
1.203346,48828,250,25
2.047031,48828,250,25
0.6500654,48828,250,25
0.3104503,48828,250,25
2.424917,48828,250,25
1.203715,48828,250,25
-0.3426915,48828,250,25
-0.9180855,48828,250,25
-0.3206888,48828,250,25
-0.4799502,48828,250,25
-0.5017192,48828,250,25
-1.348296,48828,250,25
-0.9182208,48828,250,25
-0.2208765,48828,250,25
1.084226,48828,250,25
-0.5922529,48828,250,25
-0.5855585,48828,250,25
-0.7156307,48828,250,25
-0.2172956,48828,250,25
0.4061647,48828,250,25
-0.1802305,48828,250,25
-0.2538314,48828,250,25
0.563162,48828,250,25
0.08748183,48828,250,25
-0.3059587,48828,250,25
-0.7072873,48828,250,25
-1.273144,48828,250,25
0.04166739,48828,250,25
0.1792092,48828,250,25
0.2570063,48828,250,25
-0.01475464,48828,250,25
0.6679949,48828,250,25
0.4092412,48828,250,25
0.1283001,48828,250,25
0.1686508,48828,250,25
0.9350674,48828,250,25
-0.5085243,48828,250,25
-0.3533729,48828,250,25
-0.02043991,48828,250,25
-0.2810887,48828,250,25
-0.4188028,48828,250,25
-1.008582,48828,250,25
-0.4859062,48828,250,25
-0.9884008,48828,250,25
-1.81722,48828,250,25
-0.7122343,48828,250,25
-0.5418853,48828,250,25
0.2133577,48828,250,25
0.2818517,48828,250,25
0.1827901,48828,250,25
-0.205642,48828,250,25
-0.8817711,48828,250,25
-0.07511451,48828,250,25
-0.260132,48828,250,25
-0.5992548,48828,250,25
0.7703914,48828,250,25
0.05114285,48828,250,25
-0.3971692,48828,250,25
0.2617317,48828,250,25
-0.2252943,48828,250,25
-0.8166858,48828,250,25
0.3103273,48828,250,25
1.30477,48828,250,25
0.00995538,48828,250,25
0.4182368,48828,250,25
0.5594826,48828,250,25
-0.6894686,48828,250,25
-0.4167723,48828,250,25
0.4656878,48828,250,25
0.01692046,48828,250,25
-0.4740065,48828,250,25
0.2717487,48828,250,25
0.1348345,48828,250,25
-1.157778,48828,250,25
-1.260334,48828,250,25
-1.300537,48828,250,25
-0.3090475,48828,250,25
-0.02458696,48828,250,25
-0.7531879,48828,250,25
-0.5934588,48828,250,25
-0.1582032,48828,250,25
-0.6682287,48828,250,25
-2.201431,48828,250,25
-1.145669,48828,250,25
-0.5003778,48828,250,25
-0.4574799,48828,250,25
-0.3017256,48828,250,25
-0.9665211,48828,250,25
-0.879716,48828,250,25
-0.1637285,48828,250,25
-0.8193069,48828,250,25
-0.7224973,48828,250,25
-0.8474994,48828,250,25
0.2172709,48828,250,25
-1.094477,48828,250,25
0.4329914,48828,250,25
0.8661919,48828,250,25
1.156621,48828,250,25
0.4804056,48828,250,25
0.01901244,48828,250,25
0.6508161,48828,250,25
0.5112439,48828,250,25
-0.1521733,48828,250,25
-0.4677675,48828,250,25
-0.4929575,48828,250,25
-0.5263554,48828,250,25
-0.9336646,48828,250,25
-0.2721671,48828,250,25
-0.2048175,48828,250,25
-0.7467766,48828,250,25
0.01848329,48828,250,25
0.002473463,48828,250,25
0.06759568,48828,250,25
-0.1679986,48828,250,25
-0.1804274,48828,250,25
-0.568675,48828,250,25
-0.244799,48828,250,25
0.8753721,48828,250,25
0.2579539,48828,250,25
-1.986806,48828,250,25
-0.9595805,48828,250,25
-0.3816147,48828,250,25
-0.1499091,48828,250,25
0.2563295,48828,250,25
-0.2729177,48828,250,25
-1.019953,48828,250,25
-0.1834916,48828,250,25
0.495997,48828,250,25
-0.8764919,48828,250,25
-0.1768464,48828,250,25
0.8318957,48828,250,25
0.6496101,48828,250,25
-0.7603991,48828,250,25
-0.02794644,48828,250,25
-0.8718895,48828,250,25
-0.9247552,48828,250,25
0.252244,48828,250,25
0.007038909,48828,250,25
-1.240718,48828,250,25
0.2094691,48828,250,25
0.581916,48828,250,25
-1.4803,48828,250,25
-0.1196122,48828,250,25
0.3920008,48828,250,25
-0.5604424,48828,250,25
-0.2533146,48828,250,25
-0.9593468,48828,250,25
0.1264296,48828,250,25
1.10485,48828,250,25
1.061325,48828,250,25
0.6548893,48828,250,25
0.1524195,48828,250,25
-0.3708964,48828,250,25
-0.8230724,48828,250,25
-0.1725148,48828,250,25
0.2167049,48828,250,25
0.04825098,48828,250,25
-0.598135,48828,250,25
-0.09317941,48828,250,25
-0.2083739,48828,250,25
-0.8249061,48828,250,25
0.7543939,48828,250,25
0.1081432,48828,250,25
-0.9999312,48828,250,25
-0.5583751,48828,250,25
