gs,sr,load,rate
0.7525849,48828,300,25
-1.331141,48828,300,25
-1.530163,48828,300,25
-2.426922,48828,300,25
-2.074312,48828,300,25
-1.073643,48828,300,25
-0.06016299,48828,300,25
-0.3393567,48828,300,25
-0.5322129,48828,300,25
0.978433,48828,300,25
2.124163,48828,300,25
1.76561,48828,300,25
1.369486,48828,300,25
1.174723,48828,300,25
-0.1438669,48828,300,25
-0.766872,48828,300,25
0.2974801,48828,300,25
-0.5525913,48828,300,25
-3.061113,48828,300,25
-2.05866,48828,300,25
-2.221588,48828,300,25
-0.7013806,48828,300,25
-0.1672972,48828,300,25
-0.6867367,48828,300,25
0.2849159,48828,300,25
0.7617158,48828,300,25
2.017164,48828,300,25
0.9532677,48828,300,25
0.8439308,48828,300,25
1.173147,48828,300,25
-0.4316008,48828,300,25
-0.1453313,48828,300,25
-1.465274,48828,300,25
-0.7630079,48828,300,25
-1.174316,48828,300,25
-1.920859,48828,300,25
-1.102598,48828,300,25
-0.9336522,48828,300,25
0.05877243,48828,300,25
0.3312102,48828,300,25
0.2966556,48828,300,25
0.5032082,48828,300,25
1.285302,48828,300,25
1.109883,48828,300,25
0.6031435,48828,300,25
0.3621716,48828,300,25
-0.6795254,48828,300,25
-0.7374242,48828,300,25
-1.177184,48828,300,25
-0.7588855,48828,300,25
-1.000928,48828,300,25
-1.1508,48828,300,25
-0.7012083,48828,300,25
-0.5442849,48828,300,25
0.2901212,48828,300,25
0.6659645,48828,300,25
0.4505148,48828,300,25
0.8122434,48828,300,25
0.6787379,48828,300,25
-0.3040144,48828,300,25
-0.2978985,48828,300,25
0.1745329,48828,300,25
-0.6074628,48828,300,25
-1.896358,48828,300,25
-0.4220515,48828,300,25
-0.8629556,48828,300,25
-1.615959,48828,300,25
-1.252089,48828,300,25
-0.8367442,48828,300,25
-0.2619779,48828,300,25
2.037358,48828,300,25
2.312356,48828,300,25
1.048945,48828,300,25
-0.0240455,48828,300,25
0.2027009,48828,300,25
-0.0229626,48828,300,25
0.04789412,48828,300,25
-1.727339,48828,300,25
-4.670156,48828,300,25
-5.138157,48828,300,25
-2.02045,48828,300,25
-1.522521,48828,300,25
-1.036578,48828,300,25
-0.6573135,48828,300,25
0.5640849,48828,300,25
2.31398,48828,300,25
5.204031,48828,300,25
4.979598,48828,300,25
2.615976,48828,300,25
2.658345,48828,300,25
2.477007,48828,300,25
0.8560765,48828,300,25
-0.3663309,48828,300,25
-2.888771,48828,300,25
-3.599356,48828,300,25
-3.749155,48828,300,25
-2.785919,48828,300,25
-3.05688,48828,300,25
-0.8647276,48828,300,25
1.095436,48828,300,25
1.566207,48828,300,25
1.66373,48828,300,25
1.910707,48828,300,25
1.691898,48828,300,25
1.255449,48828,300,25
2.55142,48828,300,25
1.342303,48828,300,25
0.4458017,48828,300,25
-1.017713,48828,300,25
-1.563019,48828,300,25
-1.826535,48828,300,25
-1.296501,48828,300,25
-1.342549,48828,300,25
-1.236153,48828,300,25
-0.1980247,48828,300,25
0.8249061,48828,300,25
0.5990826,48828,300,25
0.9817925,48828,300,25
1.836269,48828,300,25
0.3146466,48828,300,25
1.939613,48828,300,25
1.919223,48828,300,25
0.2211227,48828,300,25
-0.348143,48828,300,25
-0.7751168,48828,300,25
-2.093485,48828,300,25
-3.196403,48828,300,25
-3.207552,48828,300,25
-2.057823,48828,300,25
-1.87833,48828,300,25
-1.175596,48828,300,25
-0.5605285,48828,300,25
0.6970366,48828,300,25
1.361611,48828,300,25
1.778974,48828,300,25
2.204188,48828,300,25
2.922673,48828,300,25
4.473338,48828,300,25
2.497066,48828,300,25
0.4239343,48828,300,25
-1.298556,48828,300,25
-3.355258,48828,300,25
-2.020844,48828,300,25
-1.500949,48828,300,25
-2.805953,48828,300,25
-2.995142,48828,300,25
-4.162961,48828,300,25
-1.359469,48828,300,25
0.1365696,48828,300,25
-0.3165171,48828,300,25
0.5983196,48828,300,25
1.380844,48828,300,25
4.02409,48828,300,25
2.025176,48828,300,25
2.42659,48828,300,25
1.926778,48828,300,25
1.303392,48828,300,25
2.189199,48828,300,25
1.543367,48828,300,25
-0.8413342,48828,300,25
-2.736253,48828,300,25
-2.802224,48828,300,25
-3.92135,48828,300,25
-2.256426,48828,300,25
-1.364133,48828,300,25
-1.3583,48828,300,25
-0.1100383,48828,300,25
1.453904,48828,300,25
1.12593,48828,300,25
0.8938799,48828,300,25
1.718134,48828,300,25
1.738537,48828,300,25
2.371325,48828,300,25
1.474455,48828,300,25
0.7301761,48828,300,25
0.7667735,48828,300,25
0.7317513,48828,300,25
-0.3024516,48828,300,25
-1.055824,48828,300,25
-1.656986,48828,300,25
-1.749194,48828,300,25
-2.154521,48828,300,25
-1.991175,48828,300,25
-1.177331,48828,300,25
-1.280146,48828,300,25
0.8241184,48828,300,25
0.7405991,48828,300,25
0.7043831,48828,300,25
0.7307545,48828,300,25
0.07625896,48828,300,25
-0.04832482,48828,300,25
-1.156461,48828,300,25
-0.9227986,48828,300,25
0.04587597,48828,300,25
-0.3741574,48828,300,25
0.1772648,48828,300,25
-0.3839282,48828,300,25
-1.293055,48828,300,25
-1.682201,48828,300,25
-0.3113364,48828,300,25
-1.136747,48828,300,25
-0.04690966,48828,300,25
0.4338774,48828,300,25
1.090317,48828,300,25
1.29212,48828,300,25
0.6458076,48828,300,25
1.7773,48828,300,25
1.530828,48828,300,25
0.8492469,48828,300,25
-0.4808732,48828,300,25
-0.6104777,48828,300,25
-0.09651428,48828,300,25
-1.50501,48828,300,25
-2.257459,48828,300,25
-2.167012,48828,300,25
-1.214926,48828,300,25
-1.82464,48828,300,25
-1.019067,48828,300,25
-0.5257647,48828,300,25
-0.2030824,48828,300,25
0.6000178,48828,300,25
0.3700965,48828,300,25
1.195741,48828,300,25
0.7365013,48828,300,25
1.504185,48828,300,25
1.748492,48828,300,25
0.3480445,48828,300,25
0.7713513,48828,300,25
-1.125635,48828,300,25
-1.463059,48828,300,25
-0.3382245,48828,300,25
-0.3412763,48828,300,25
-0.8714957,48828,300,25
0.220372,48828,300,25
0.3623438,48828,300,25
0.02235961,48828,300,25
0.5364584,48828,300,25
-0.03678199,48828,300,25
-0.3143021,48828,300,25
1.550775,48828,300,25
0.5561231,48828,300,25
0.9521109,48828,300,25
-0.5004147,48828,300,25
0.1240546,48828,300,25
0.4893642,48828,300,25
-0.1230578,48828,300,25
-1.356971,48828,300,25
-2.035906,48828,300,25
-1.509022,48828,300,25
-1.298322,48828,300,25
0.02011996,48828,300,25
-0.6856415,48828,300,25
-0.1850052,48828,300,25
-0.5815591,48828,300,25
0.8407928,48828,300,25
0.03605595,48828,300,25
-0.2915241,48828,300,25
0.114813,48828,300,25
0.6382027,48828,300,25
-0.0480664,48828,300,25
0.4904717,48828,300,25
-0.763734,48828,300,25
-0.14415,48828,300,25
-1.170674,48828,300,25
-0.5703977,48828,300,25
-1.34896,48828,300,25
-0.9298375,48828,300,25
0.12403,48828,300,25
-0.1876017,48828,300,25
-0.07979071,48828,300,25
0.9509912,48828,300,25
1.059184,48828,300,25
1.136513,48828,300,25
0.7936985,48828,300,25
1.831802,48828,300,25
1.475538,48828,300,25
0.2017041,48828,300,25
-0.3886044,48828,300,25
0.377,48828,300,25
-0.5168183,48828,300,25
-0.6791563,48828,300,25
-0.5474721,48828,300,25
-0.05660662,48828,300,25
-0.01769572,48828,300,25
-0.5663491,48828,300,25
-0.9555073,48828,300,25
-0.7507883,48828,300,25
-0.5733142,48828,300,25
-0.3017502,48828,300,25
-0.5722682,48828,300,25
-0.3323916,48828,300,25
-0.3861555,48828,300,25
0.3249343,48828,300,25
-0.04558063,48828,300,25
0.4166247,48828,300,25
0.435391,48828,300,25
0.4170431,48828,300,25
0.5070476,48828,300,25
0.2463618,48828,300,25
-0.940765,48828,300,25
-0.594997,48828,300,25
0.1383786,48828,300,25
0.7855521,48828,300,25
-0.4848479,48828,300,25
0.4896718,48828,300,25
1.009382,48828,300,25
1.030486,48828,300,25
-0.7833494,48828,300,25
0.1940868,48828,300,25
-0.5037866,48828,300,25
0.3183261,48828,300,25
0.1839223,48828,300,25
-0.1447037,48828,300,25
0.6866382,48828,300,25
-0.07518835,48828,300,25
-0.2234115,48828,300,25
-1.495854,48828,300,25
-0.3198643,48828,300,25
-0.5619068,48828,300,25
-1.199186,48828,300,25
-0.4652571,48828,300,25
-0.006952769,48828,300,25
-0.2486015,48828,300,25
0.06618051,48828,300,25
0.2739637,48828,300,25
0.358566,48828,300,25
-0.1832331,48828,300,25
0.06691886,48828,300,25
0.8191469,48828,300,25
0.1907151,48828,300,25
-0.03609287,48828,300,25
-0.3484506,48828,300,25
0.8206114,48828,300,25
1.474405,48828,300,25
0.8091053,48828,300,25
0.5332958,48828,300,25
0.252847,48828,300,25
0.03758187,48828,300,25
-0.679267,48828,300,25
-0.9520248,48828,300,25
-0.2448113,48828,300,25
-1.334181,48828,300,25
-1.088324,48828,300,25
-0.1718626,48828,300,25
0.6038572,48828,300,25
0.7458906,48828,300,25
-0.03760648,48828,300,25
0.5605039,48828,300,25
0.1686262,48828,300,25
-0.002731885,48828,300,25
1.008127,48828,300,25
-0.05498225,48828,300,25
-0.5235004,48828,300,25
